Channel Name,Channel ID,YouTube URL,Theme,Tags,Favorite,Classification Basis,Needs Review
The Bushra / البشرى,UC1km4Ccjw_SNxzXh-LaqGdw,https://www.youtube.com/channel/UC1km4Ccjw_SNxzXh-LaqGdw,Lifestyle & Personal Growth,,No,"Inferred from channel name, recent video titles, and collection context",No
TheCottageFairy,UCKx5lHJ6Fr5mbT4TYVLh6ng,https://www.youtube.com/channel/UCKx5lHJ6Fr5mbT4TYVLh6ng,Lifestyle & Personal Growth,,No,"Inferred from channel name, recent video titles, and collection context",No
Thomas Frank,UCG-KntY7aVnIGXYEBQvmBAQ,https://www.youtube.com/channel/UCG-KntY7aVnIGXYEBQvmBAQ,Lifestyle & Personal Growth,,No,"Inferred from channel name, recent video titles, and collection context",No
Veronika Mark,UCJ2rcz01WV9kfLCZ7koy4kQ,https://www.youtube.com/channel/UCJ2rcz01WV9kfLCZ7koy4kQ,Lifestyle & Personal Growth,Lifestyle; Personal growth,Yes,"Inferred from channel name, recent video titles, and collection context",No
Zaynabe زينب,UCyNL2OgQn_EtlQoJrVlzojw,https://www.youtube.com/channel/UCyNL2OgQn_EtlQoJrVlzojw,Lifestyle & Personal Growth,,No,"Inferred from channel name, recent video titles, and collection context",No
#ABtalks,UCUgpEOv92-iovYJWZi7tT6A,https://www.youtube.com/channel/UCUgpEOv92-iovYJWZi7tT6A,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Abdel Halim Hafez - عبد الحليم حافظ,UClyQuhkEIYzujgAaR24ExZA,https://www.youtube.com/channel/UClyQuhkEIYzujgAaR24ExZA,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
AIN Music,UCc_63iiI1Ut9JRP8RcSk1_Q,https://www.youtube.com/channel/UCc_63iiI1Ut9JRP8RcSk1_Q,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Arabic Guitar Click,UCw0EqCq39dglQGNvrDVNF7w,https://www.youtube.com/channel/UCw0EqCq39dglQGNvrDVNF7w,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
aryy,UC7GcAjVTOBTxWbmsNJfxgQw,https://www.youtube.com/channel/UC7GcAjVTOBTxWbmsNJfxgQw,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
bbno$,UCC8FSfSnbjiZ6vGr68ZLtzg,https://www.youtube.com/channel/UCC8FSfSnbjiZ6vGr68ZLtzg,Music,,No,Inferred from the previous PocketTube collection,No
BrxkenBxy,UCZvfeHd48RFWXF8goah5rug,https://www.youtube.com/channel/UCZvfeHd48RFWXF8goah5rug,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Cimorelli,UCTKDB3h5zMdf_2siDHsd_yw,https://www.youtube.com/channel/UCTKDB3h5zMdf_2siDHsd_yw,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Cj Nahas,UC3y3B8xa0Aip2RL9KvYeZAA,https://www.youtube.com/channel/UC3y3B8xa0Aip2RL9KvYeZAA,Music,,No,Inferred from the previous PocketTube collection,No
College Music,UCWzZ5TIGoZ6o-KtbGCyhnhg,https://www.youtube.com/channel/UCWzZ5TIGoZ6o-KtbGCyhnhg,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
ConnieTalbotOfficial,UCrIgjZHLv9la2iR357RuYuA,https://www.youtube.com/channel/UCrIgjZHLv9la2iR357RuYuA,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Davie504,UCgFvT6pUq9HLOvKBYERzXSQ,https://www.youtube.com/channel/UCgFvT6pUq9HLOvKBYERzXSQ,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Digging The Greats,UCGSg3iQgRQ5M9CpluqkMAZg,https://www.youtube.com/channel/UCGSg3iQgRQ5M9CpluqkMAZg,Music,Music,Yes,"Inferred from channel name, recent video titles, and collection context",No
Dj MEDI,UCy-GmmrF85yPi05wMqOaeTw,https://www.youtube.com/channel/UCy-GmmrF85yPi05wMqOaeTw,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
DON BIGG,UCh17-nOzhd1tE9bqztkCuqw,https://www.youtube.com/channel/UCh17-nOzhd1tE9bqztkCuqw,Music,,No,Inferred from the previous PocketTube collection,No
Dub Afrika,UCzEbN71R9cirELi3eqbAIlw,https://www.youtube.com/channel/UCzEbN71R9cirELi3eqbAIlw,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Elvis Presley,UCW6G95TBLCh5SdC-DHDSf5w,https://www.youtube.com/channel/UCW6G95TBLCh5SdC-DHDSf5w,Music,,No,Inferred from the previous PocketTube collection,No
Enji Maaroufi,UCGULBztaJhfSOdDPQnUKnzw,https://www.youtube.com/channel/UCGULBztaJhfSOdDPQnUKnzw,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Faia Younan فايا يونان,UCe7INGgFCz9thpm_TPpQlRQ,https://www.youtube.com/channel/UCe7INGgFCz9thpm_TPpQlRQ,Music,,No,Inferred from the previous PocketTube collection,No
Faouzia,UCLwbyg15zJgjtNL0EErkOPA,https://www.youtube.com/channel/UCLwbyg15zJgjtNL0EErkOPA,Music,Music,Yes,"Inferred from channel name, recent video titles, and collection context",No
First To Eleven,UCcE10s4MFy4eed7q7QkonZg,https://www.youtube.com/channel/UCcE10s4MFy4eed7q7QkonZg,Music,,No,Inferred from the previous PocketTube collection,No
Franek Golan,UCIswXbK46rJ7r6HjV1IbfqQ,https://www.youtube.com/channel/UCIswXbK46rJ7r6HjV1IbfqQ,Music,,No,Inferred from the previous PocketTube collection,No
Grunge,UCWlIGsKGsvgFJHkiZml4O1A,https://www.youtube.com/channel/UCWlIGsKGsvgFJHkiZml4O1A,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Habib Belk,UCw0BDb-qRJtrvl85mzrbCpw,https://www.youtube.com/channel/UCw0BDb-qRJtrvl85mzrbCpw,Music,,No,Inferred from the previous PocketTube collection,No
Halsey,UCOCgB3xd-B-1qAm-hR9OLrA,https://www.youtube.com/channel/UCOCgB3xd-B-1qAm-hR9OLrA,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Ines Ald,UCrNRneOCLZoDTZUOjcQEyHA,https://www.youtube.com/channel/UCrNRneOCLZoDTZUOjcQEyHA,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
itachi JL,UCsCXHp_1g1rk_pXxtKZtmbw,https://www.youtube.com/channel/UCsCXHp_1g1rk_pXxtKZtmbw,Music,Music,Yes,Inferred from the previous PocketTube collection,No
johnnielawson,UC4UWbQ23IbWwU-XG7XIWxvQ,https://www.youtube.com/channel/UC4UWbQ23IbWwU-XG7XIWxvQ,Music,,No,Inferred from the previous PocketTube collection,No
Kinidi sm,UCr0IhLyHZQz38CCxxkzgBBA,https://www.youtube.com/channel/UCr0IhLyHZQz38CCxxkzgBBA,Music,Music,Yes,Inferred from the previous PocketTube collection,No
Krystine Bejjani,UCRty6tTwSTQvWTHxt4-2TCw,https://www.youtube.com/channel/UCRty6tTwSTQvWTHxt4-2TCw,Music,,No,Inferred from the previous PocketTube collection,No
KSI Music,UCVtFOytbRpEvzLjvqGG5gxQ,https://www.youtube.com/channel/UCVtFOytbRpEvzLjvqGG5gxQ,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
L'indécis,UCIvNYW_WMsIGOFcbtgKUr_A,https://www.youtube.com/channel/UCIvNYW_WMsIGOFcbtgKUr_A,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
l'Morphine,UCrxhKhYl9OTW_ARPvmqvnXQ,https://www.youtube.com/channel/UCrxhKhYl9OTW_ARPvmqvnXQ,Music,Music,Yes,"Inferred from channel name, recent video titles, and collection context",No
La Voce Della Magana,UCiW9lYgN89MJzNzObpFP9ew,https://www.youtube.com/channel/UCiW9lYgN89MJzNzObpFP9ew,Music,,No,Inferred from the previous PocketTube collection,No
Laura Tesoro,UCw_Wib5WdLmU94RRPtusBBw,https://www.youtube.com/channel/UCw_Wib5WdLmU94RRPtusBBw,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Led Zeppelin,UCaKZA66vM_TUpetUNohmR0A,https://www.youtube.com/channel/UCaKZA66vM_TUpetUNohmR0A,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Lofi Girl,UCSJ4gkVC6NrvII8umztf0Ow,https://www.youtube.com/channel/UCSJ4gkVC6NrvII8umztf0Ow,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Luciana Zogbi,UCiqYk_Cf3HemKkzKHkuFZvg,https://www.youtube.com/channel/UCiqYk_Cf3HemKkzKHkuFZvg,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Mac Lethal,UCn-IoDEPIR8ujknPMLZOyBw,https://www.youtube.com/channel/UCn-IoDEPIR8ujknPMLZOyBw,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Maryam Shehab,UCCUmulS3-44XVJKZHsYMgbA,https://www.youtube.com/channel/UCCUmulS3-44XVJKZHsYMgbA,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Medio Loco,UCXcllvLfXAsk4EgDzKitGNQ,https://www.youtube.com/channel/UCXcllvLfXAsk4EgDzKitGNQ,Music,,No,Inferred from the previous PocketTube collection,No
Melissa Ni hAgain,UCCGdTqggennuBl3cy5YYMMQ,https://www.youtube.com/channel/UCCGdTqggennuBl3cy5YYMMQ,Music,,No,Inferred from the previous PocketTube collection,No
micheal kamal,UC0aIjHHjucHzDj_rG1Uy9ww,https://www.youtube.com/channel/UC0aIjHHjucHzDj_rG1Uy9ww,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
mohamed lmssmoudi,UCl6YhlPDAKhpca3xzJb-Nkw,https://www.youtube.com/channel/UCl6YhlPDAKhpca3xzJb-Nkw,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
music speed up & slowed 🎵,UCXZRT_N5jjxAzRypXD2Ue0w,https://www.youtube.com/channel/UCXZRT_N5jjxAzRypXD2Ue0w,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Nabyla MAAN,UC5aee8lDoRe1IDh0o0zHwCQ,https://www.youtube.com/channel/UC5aee8lDoRe1IDh0o0zHwCQ,Music,,No,Inferred from the previous PocketTube collection,No
Nahide Babashli,UCQvn3XEDTvv0FEEF0wH4e9Q,https://www.youtube.com/channel/UCQvn3XEDTvv0FEEF0wH4e9Q,Music,,No,Inferred from the previous PocketTube collection,No
Nass El Ghiwane | ناس الغيوان,UCvViUqeq3LbbYwcEMPi_43w,https://www.youtube.com/channel/UCvViUqeq3LbbYwcEMPi_43w,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
nawal rhazi نوال غازي,UCQDKZ7HmlfT1K9SGbkj6MwA,https://www.youtube.com/channel/UCQDKZ7HmlfT1K9SGbkj6MwA,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
NEFFEX,UCBefBxNTPoNCQBU_Lta6Nvg,https://www.youtube.com/channel/UCBefBxNTPoNCQBU_Lta6Nvg,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Ninetofive®,UCsfm9R8BxtUtmtmZ8mZ3HzQ,https://www.youtube.com/channel/UCsfm9R8BxtUtmtmZ8mZ3HzQ,Music,,No,Inferred from the previous PocketTube collection,No
Noel Kharman,UCO_qv5faVlp8dq9hQ82qHUQ,https://www.youtube.com/channel/UCO_qv5faVlp8dq9hQ82qHUQ,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Olivia Foa'i,UC0uwyQrwC5N0kpb2uX8Iyzw,https://www.youtube.com/channel/UC0uwyQrwC5N0kpb2uX8Iyzw,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
palmtherapysounds.com,UCJzLU9cVzVSkpkATGJu2nOg,https://www.youtube.com/channel/UCJzLU9cVzVSkpkATGJu2nOg,Music,,No,Inferred from the previous PocketTube collection,No
PAUSE,UCsna17teZBaQNCjd9pOD1vQ,https://www.youtube.com/channel/UCsna17teZBaQNCjd9pOD1vQ,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Quatrehuit,UCaSMHu_i7JOMzufurkcYwWA,https://www.youtube.com/channel/UCaSMHu_i7JOMzufurkcYwWA,Music,,No,Inferred from the previous PocketTube collection,No
RED TAPE,UC8GQR4gIx3-BgxgZfjjAm0g,https://www.youtube.com/channel/UC8GQR4gIx3-BgxgZfjjAm0g,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Rob Landes,UCKnBNM0_8P87KomLAAqVxNw,https://www.youtube.com/channel/UCKnBNM0_8P87KomLAAqVxNw,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Sarah Mazigh,UCKX4IoEoqngG3YB3N64O-VQ,https://www.youtube.com/channel/UCKX4IoEoqngG3YB3N64O-VQ,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Sawt El Noujoum - صوت النجوم,UCYVYTUoC9_BV8uDFLbEIVVA,https://www.youtube.com/channel/UCYVYTUoC9_BV8uDFLbEIVVA,Music,,No,Inferred from the previous PocketTube collection,No
Sheikh Imam - Topic,UCvTIamgsqcJc69uyDcfWiIw,https://www.youtube.com/channel/UCvTIamgsqcJc69uyDcfWiIw,Music,,No,Inferred from the previous PocketTube collection,No
Sia,UCN9HPn2fq-NL8M5_kp4RWZQ,https://www.youtube.com/channel/UCN9HPn2fq-NL8M5_kp4RWZQ,Music,,No,Inferred from the previous PocketTube collection,No
Soulful Sounds,UCYXzyvyTDhaFwdtZxL5ChFA,https://www.youtube.com/channel/UCYXzyvyTDhaFwdtZxL5ChFA,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
STEEZYASFUCK,UCsIg9WMfxjZZvwROleiVsQg,https://www.youtube.com/channel/UCsIg9WMfxjZZvwROleiVsQg,Music,,No,Inferred from the previous PocketTube collection,No
Stereofox,UCca7fXARb_MQwdl0P1XiTuA,https://www.youtube.com/channel/UCca7fXARb_MQwdl0P1XiTuA,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
TILILA,UC46zdOn6ZRKhhFyGXoKYvNA,https://www.youtube.com/channel/UC46zdOn6ZRKhhFyGXoKYvNA,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Tinariwen,UCZ3wH-v5zOcq4ZZWI58TGKA,https://www.youtube.com/channel/UCZ3wH-v5zOcq4ZZWI58TGKA,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
TOP REMIX,UC_sJbr3TxlJN6E-Dq9KPBvA,https://www.youtube.com/channel/UC_sJbr3TxlJN6E-Dq9KPBvA,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Travis Scott,UCtxdfwb9wfkoGocVUAJ-Bmg,https://www.youtube.com/channel/UCtxdfwb9wfkoGocVUAJ-Bmg,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Trio Mandili,UC7ucvC0OrD2BQUmEec5NJeg,https://www.youtube.com/channel/UC7ucvC0OrD2BQUmEec5NJeg,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
ULTRAS REDMEN,UCZThm7oX7xJchtsfcI8FCcA,https://www.youtube.com/channel/UCZThm7oX7xJchtsfcI8FCcA,Music,Music,Yes,"Inferred from channel name, recent video titles, and collection context",No
UMMENAVEVO,UC6ewjSBoSuA5CYnqB5sWf2g,https://www.youtube.com/channel/UC6ewjSBoSuA5CYnqB5sWf2g,Music,,No,Inferred from the previous PocketTube collection,No
Unknown channel,UCUz6CXO5XIYD_7wmlK8mZsA,https://www.youtube.com/channel/UCUz6CXO5XIYD_7wmlK8mZsA,Music,,No,Needs review: channel metadata could not be resolved,Yes
Wael Nasr,UCilfgAWbmtyofQxbdRTbPGA,https://www.youtube.com/channel/UCilfgAWbmtyofQxbdRTbPGA,Music,,No,Inferred from the previous PocketTube collection,No
Yanni,UCb5P0iSygqwPZF7zBxMdi4w,https://www.youtube.com/channel/UCb5P0iSygqwPZF7zBxMdi4w,Music,,No,Inferred from the previous PocketTube collection,No
Yuni Marimba 유니 마림바,UCqdpJERE1l0J-mSIYsrDUmw,https://www.youtube.com/channel/UCqdpJERE1l0J-mSIYsrDUmw,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Zara Larsson,UCjNRJBlxvvS0UXAT2Ack-QQ,https://www.youtube.com/channel/UCjNRJBlxvvS0UXAT2Ack-QQ,Music,,No,Inferred from the previous PocketTube collection,No
zeldaxlove64 Christina Grimmie,UCUudDyi0JiVmSxarvU98YYQ,https://www.youtube.com/channel/UCUudDyi0JiVmSxarvU98YYQ,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
أرض الموسيقى العربية,UCzMGFt-3T3H-XbBF-eQ1jCg,https://www.youtube.com/channel/UCzMGFt-3T3H-XbBF-eQ1jCg,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
مليكة الادرسي,UCIE_mjCAzrhM9To1e6aTHiQ,https://www.youtube.com/channel/UCIE_mjCAzrhM9To1e6aTHiQ,Music,,No,Inferred from the previous PocketTube collection,No
‎DALÌ,UCcEFU5on5fxwN0-AfX_SuqA,https://www.youtube.com/channel/UCcEFU5on5fxwN0-AfX_SuqA,Music,,No,Inferred from the previous PocketTube collection,No
삼봉뮤직 Sambong Music,UCkmRmkVpLaHXpQRx4k3cZyA,https://www.youtube.com/channel/UCkmRmkVpLaHXpQRx4k3cZyA,Music,,No,"Inferred from channel name, recent video titles, and collection context",No
Abdelouahab Bakkali الدكتور عبد الوهاب البقالي,UCCNvGYtcpC5Neh2eu7daa9g,https://www.youtube.com/channel/UCCNvGYtcpC5Neh2eu7daa9g,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
AJ+ عربي,UCnVGseMUtv2yFNC-dQ2JdSw,https://www.youtube.com/channel/UCnVGseMUtv2yFNC-dQ2JdSw,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
AJ+ كبريت,UC-4KnPMmZzwAzW7SbVATUZQ,https://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
AJ360 - الجزيرة 360,UCWxc7ue-jGlL5ypOHX_i0Bg,https://www.youtube.com/channel/UCWxc7ue-jGlL5ypOHX_i0Bg,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Al Jazeera English,UCNye-wNBqNL5ZzHSJj3l8Bg,https://www.youtube.com/channel/UCNye-wNBqNL5ZzHSJj3l8Bg,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Al Mashhad المشهد,UCWnBTuzUUDpKhJPGuDQMynA,https://www.youtube.com/channel/UCWnBTuzUUDpKhJPGuDQMynA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
AlJazeera Arabic قناة الجزيرة,UCfiwzLy-8yKzIbsmZTzxDgw,https://www.youtube.com/channel/UCfiwzLy-8yKzIbsmZTzxDgw,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Anas Fetoui | أنس فتوي,UCkEIDqytdQJfpqoeA8_plxA,https://www.youtube.com/channel/UCkEIDqytdQJfpqoeA8_plxA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Arabic income,UCM6LlJ25we5soudMl0QH20g,https://www.youtube.com/channel/UCM6LlJ25we5soudMl0QH20g,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
BBC News عربي,UCelk6aHijZq-GJBBB9YpReA,https://www.youtube.com/channel/UCelk6aHijZq-GJBBB9YpReA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Bibrine Hassan,UCo3EUHpjJHUTa1vHViRWL2w,https://www.youtube.com/channel/UCo3EUHpjJHUTa1vHViRWL2w,News & Geopolitics,News; Geopolitics; Morocco,Yes,"Inferred from channel name, recent video titles, and collection context",No
Biker's Brotherhood,UCG7EQS3sRgToRaueQq7lryg,https://www.youtube.com/channel/UCG7EQS3sRgToRaueQq7lryg,News & Geopolitics,News; Geopolitics; Morocco,Yes,"Inferred from channel name, recent video titles, and collection context",No
Biker8,UC2QnxK4mr99j0ur87Ar_wLA,https://www.youtube.com/channel/UC2QnxK4mr99j0ur87Ar_wLA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Brett Cooper,UCdFcGPb4xQ6X4QOoRU6ROYw,https://www.youtube.com/channel/UCdFcGPb4xQ6X4QOoRU6ROYw,News & Geopolitics,News; Geopolitics,Yes,"Inferred from channel name, recent video titles, and collection context",No
Chata mata,UCvJ6b1S8t67WtVqTa9BnYeQ,https://www.youtube.com/channel/UCvJ6b1S8t67WtVqTa9BnYeQ,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
D7MAS,UCKWBejwDGdBZrdGlo8iBf-w,https://www.youtube.com/channel/UCKWBejwDGdBZrdGlo8iBf-w,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Dr. Youssef El Azouzi,UCqLWx7Hc8vwTpZqHgDj_zyw,https://www.youtube.com/channel/UCqLWx7Hc8vwTpZqHgDj_zyw,News & Geopolitics,News; Geopolitics; Morocco,Yes,"Inferred from channel name, recent video titles, and collection context",No
Habib's,UCLy_M6IGshuO3WxHmaU2bbA,https://www.youtube.com/channel/UCLy_M6IGshuO3WxHmaU2bbA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Harper O'Connor,UCZDSz1E3rJ18vefmK7Hw4YA,https://www.youtube.com/channel/UCZDSz1E3rJ18vefmK7Hw4YA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Hespress,UCvyivffb2WwNKonKiLwVAEQ,https://www.youtube.com/channel/UCvyivffb2WwNKonKiLwVAEQ,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
HugoDécrypte - Actus du jour,UCAcAnMF0OrCtUep3Y4M-ZPw,https://www.youtube.com/channel/UCAcAnMF0OrCtUep3Y4M-ZPw,News & Geopolitics,,No,Inferred from the previous PocketTube collection,No
Jil Jilala | جيل جيلالة,UCWGAv2KrcQKstSmFw6ecF_w,https://www.youtube.com/channel/UCWGAv2KrcQKstSmFw6ecF_w,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Joe Show - جو شو,UCVlAsbQEG1yvoAYzt1TEo0Q,https://www.youtube.com/channel/UCVlAsbQEG1yvoAYzt1TEo0Q,News & Geopolitics,News; Geopolitics,Yes,"Inferred from channel name, recent video titles, and collection context",No
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,https://www.youtube.com/channel/UCmGSJVG3mCRXVOP4yZrU1Dw,News & Geopolitics,News; Geopolitics,Yes,"Inferred from channel name, recent video titles, and collection context",No
Krystal,UCYEtjjDcZr7NZ3K1YGcxKcA,https://www.youtube.com/channel/UCYEtjjDcZr7NZ3K1YGcxKcA,News & Geopolitics,News; Geopolitics; History,Yes,"Inferred from channel name, recent video titles, and collection context",No
Le360,UCGYE6-D0--78oXa4wDiOk6g,https://www.youtube.com/channel/UCGYE6-D0--78oXa4wDiOk6g,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Lmentalist,UCo4ccSaJtDSOe8uHIqts6iA,https://www.youtube.com/channel/UCo4ccSaJtDSOe8uHIqts6iA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
LoGia / لوجيا,UCg_qFMDJSFrNcDOTV46PDyw,https://www.youtube.com/channel/UCg_qFMDJSFrNcDOTV46PDyw,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Mahmoud Ghazy محمود غازي,UCtBZg3M-OZaIA2ctqqKImNQ,https://www.youtube.com/channel/UCtBZg3M-OZaIA2ctqqKImNQ,News & Geopolitics,News; Geopolitics,Yes,"Inferred from channel name, recent video titles, and collection context",No
Maroki Rider,UCcxHtFVlME-GLE4cKbo6LUQ,https://www.youtube.com/channel/UCcxHtFVlME-GLE4cKbo6LUQ,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Meghylost,UC6LhOxrCkYQe4Xe5IosaMKQ,https://www.youtube.com/channel/UC6LhOxrCkYQe4Xe5IosaMKQ,News & Geopolitics,News; Geopolitics; Morocco,Yes,"Inferred from channel name, recent video titles, and collection context",No
Mohamed Reda Taoujni,UCWVYlVT3eckMbozWoAeDXWw,https://www.youtube.com/channel/UCWVYlVT3eckMbozWoAeDXWw,News & Geopolitics,News; Geopolitics; Morocco,Yes,"Inferred from channel name, recent video titles, and collection context",No
Mouhib Tube,UCtHu8n5P56V3JCUkEaig9hA,https://www.youtube.com/channel/UCtHu8n5P56V3JCUkEaig9hA,News & Geopolitics,,No,Inferred from the previous PocketTube collection,No
MrSpherical,UCfhc7xi7-ZDfpVsjIaFjkgw,https://www.youtube.com/channel/UCfhc7xi7-ZDfpVsjIaFjkgw,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
MrSpherical بالعربي,UCFkajvbuFPXqvF7mHPcElMQ,https://www.youtube.com/channel/UCFkajvbuFPXqvF7mHPcElMQ,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Muhammad Alqefari - محمد القفاري,UCybTO1ELIQ6-ZW_ESNVsnKw,https://www.youtube.com/channel/UCybTO1ELIQ6-ZW_ESNVsnKw,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Mustapha Swinga,UCMPBiSwYY4fS1LYw4KkDZuw,https://www.youtube.com/channel/UCMPBiSwYY4fS1LYw4KkDZuw,News & Geopolitics,News; Geopolitics; Morocco,Yes,"Inferred from channel name, recent video titles, and collection context",No
Najib Akesbi,UC6qTOnJ-UsrvInB0cg5Q1ZA,https://www.youtube.com/channel/UC6qTOnJ-UsrvInB0cg5Q1ZA,News & Geopolitics,News; Geopolitics; Morocco,Yes,"Inferred from channel name, recent video titles, and collection context",No
Nest Productions,UCnsnn8YR1AHKLci0-LrFFSg,https://www.youtube.com/channel/UCnsnn8YR1AHKLci0-LrFFSg,News & Geopolitics,News; Geopolitics; History,Yes,"Inferred from channel name, recent video titles, and collection context",No
OMERTA,UC3lacWBPVK-JfmGyyHx4AAw,https://www.youtube.com/channel/UC3lacWBPVK-JfmGyyHx4AAw,News & Geopolitics,,No,Inferred from the previous PocketTube collection,No
Open to Debate,UCenxjWEkb0Sv67vejOgZ3Tg,https://www.youtube.com/channel/UCenxjWEkb0Sv67vejOgZ3Tg,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Rabiaa El Idrissi Fahmi,UCWlvVfrMi5bfJhTpsFIyZqw,https://www.youtube.com/channel/UCWlvVfrMi5bfJhTpsFIyZqw,News & Geopolitics,News; Geopolitics; History,Yes,Inferred from the previous PocketTube collection,No
Rachid Achachi - رشيد عشعاشي,UCsB1HSdqK3XaJYzHJznysHw,https://www.youtube.com/channel/UCsB1HSdqK3XaJYzHJznysHw,News & Geopolitics,News; Geopolitics; Morocco,Yes,"Inferred from channel name, recent video titles, and collection context",No
Ramad - رماد,UCM2Q_GQ_j2SzDsHeCH6ihMQ,https://www.youtube.com/channel/UCM2Q_GQ_j2SzDsHeCH6ihMQ,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Sammy Obeid,UCVM1uxDwYNhIu3qQ0ejZtzQ,https://www.youtube.com/channel/UCVM1uxDwYNhIu3qQ0ejZtzQ,News & Geopolitics,News; Geopolitics; History,Yes,"Inferred from channel name, recent video titles, and collection context",No
SBS Dateline,UCY_Bq1AF0xvPUjaAqV7kweA,https://www.youtube.com/channel/UCY_Bq1AF0xvPUjaAqV7kweA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Shog AL Maskery,UCbYH6Erf-TRcckFULFWtDcQ,https://www.youtube.com/channel/UCbYH6Erf-TRcckFULFWtDcQ,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
